FeatureCode,DateCode,Measurement,Units,Value,Rent and charges
E06000044,2015-2016,LA rents and charges,,85.1,a. Weekly rent mean
E06000045,2015-2016,LA rents and charges,,84.4,a. Weekly rent mean
E06000045,2013-2014,LA rents and charges,,86.8,b. Weekly total charges mean
E06000045,2014-2015,LA rents and charges,,82.3,a. Weekly rent mean
E06000045,2013-2014,LA rents and charges,,79.1,a. Weekly rent mean
E06000045,2014-2015,LA rents and charges,,89.8,b. Weekly total charges mean
E06000045,2015-2016,LA rents and charges,,91.3,b. Weekly total charges mean
E09000001,2015-2016,LA rents and charges,,125,b. Weekly total charges mean
E09000001,2013-2014,LA rents and charges,,125.2,b. Weekly total charges mean
E09000001,2015-2016,LA rents and charges,,107.9,a. Weekly rent mean
E09000001,2014-2015,LA rents and charges,,124,b. Weekly total charges mean
E09000001,2014-2015,LA rents and charges,,106.6,a. Weekly rent mean
E09000001,2013-2014,LA rents and charges,,102.3,a. Weekly rent mean
E09000002,2014-2015,LA rents and charges,,92.3,a. Weekly rent mean
E09000002,2015-2016,LA rents and charges,,108.1,b. Weekly total charges mean
E09000002,2015-2016,LA rents and charges,,91.8,a. Weekly rent mean
E09000002,2013-2014,LA rents and charges,,87.5,a. Weekly rent mean
E09000002,2013-2014,LA rents and charges,,102.1,b. Weekly total charges mean
E09000002,2014-2015,LA rents and charges,,106,b. Weekly total charges mean
E09000003,2013-2014,LA rents and charges,,101.7,b. Weekly total charges mean
E09000003,2013-2014,LA rents and charges,,98.5,a. Weekly rent mean
E09000003,2015-2016,LA rents and charges,,106,a. Weekly rent mean
E09000003,2014-2015,LA rents and charges,,100.7,a. Weekly rent mean
E09000003,2014-2015,LA rents and charges,,102.7,b. Weekly total charges mean
E09000003,2015-2016,LA rents and charges,,113.4,b. Weekly total charges mean
E09000005,2013-2014,LA rents and charges,,119,b. Weekly total charges mean
E09000005,2014-2015,LA rents and charges,,122.5,b. Weekly total charges mean
E09000005,2015-2016,LA rents and charges,,129.4,b. Weekly total charges mean
E09000005,2014-2015,LA rents and charges,,120,a. Weekly rent mean
E09000005,2013-2014,LA rents and charges,,111.4,a. Weekly rent mean
E09000005,2015-2016,LA rents and charges,,128.3,a. Weekly rent mean
E09000007,2013-2014,LA rents and charges,,102.9,a. Weekly rent mean
E09000007,2014-2015,LA rents and charges,,108.5,a. Weekly rent mean
E09000007,2014-2015,LA rents and charges,,115.2,b. Weekly total charges mean
E09000007,2013-2014,LA rents and charges,,110.1,b. Weekly total charges mean
E09000007,2015-2016,LA rents and charges,,115.8,a. Weekly rent mean
E09000007,2015-2016,LA rents and charges,,122.4,b. Weekly total charges mean
E07000037,2014-2015,LA rents and charges,,72.9,b. Weekly total charges mean
E07000037,2013-2014,LA rents and charges,,68,a. Weekly rent mean
E07000037,2015-2016,LA rents and charges,,68.7,a. Weekly rent mean
E07000037,2014-2015,LA rents and charges,,68.1,a. Weekly rent mean
E07000037,2015-2016,LA rents and charges,,74.5,b. Weekly total charges mean
E07000037,2013-2014,LA rents and charges,,71.4,b. Weekly total charges mean
E07000038,2015-2016,LA rents and charges,,87.9,b. Weekly total charges mean
E07000038,2014-2015,LA rents and charges,,85.7,b. Weekly total charges mean
E07000038,2015-2016,LA rents and charges,,87.9,a. Weekly rent mean
E07000038,2013-2014,LA rents and charges,,79.5,a. Weekly rent mean
E07000038,2014-2015,LA rents and charges,,85.7,a. Weekly rent mean
E07000038,2013-2014,LA rents and charges,,79.5,b. Weekly total charges mean
E07000039,2014-2015,LA rents and charges,,78.3,b. Weekly total charges mean
E07000039,2015-2016,LA rents and charges,,81.7,a. Weekly rent mean
E07000039,2013-2014,LA rents and charges,,75.5,a. Weekly rent mean
E07000039,2015-2016,LA rents and charges,,81.7,b. Weekly total charges mean
E07000039,2013-2014,LA rents and charges,,75.5,b. Weekly total charges mean
E07000039,2014-2015,LA rents and charges,,78.3,a. Weekly rent mean
E07000040,2014-2015,LA rents and charges,,78.7,a. Weekly rent mean
E07000040,2015-2016,LA rents and charges,,80.9,a. Weekly rent mean
E07000040,2013-2014,LA rents and charges,,74.5,b. Weekly total charges mean
E07000040,2014-2015,LA rents and charges,,79.7,b. Weekly total charges mean
E07000040,2013-2014,LA rents and charges,,74,a. Weekly rent mean
E07000040,2015-2016,LA rents and charges,,81.6,b. Weekly total charges mean
E07000041,2014-2015,LA rents and charges,,77.4,b. Weekly total charges mean
E07000041,2013-2014,LA rents and charges,,77.3,b. Weekly total charges mean
E07000041,2014-2015,LA rents and charges,,74.5,a. Weekly rent mean
E07000041,2013-2014,LA rents and charges,,73.9,a. Weekly rent mean
E07000041,2015-2016,LA rents and charges,,80.2,b. Weekly total charges mean
E07000041,2015-2016,LA rents and charges,,77.4,a. Weekly rent mean
E07000042,2015-2016,LA rents and charges,,79.6,a. Weekly rent mean
E07000042,2013-2014,LA rents and charges,,75.8,a. Weekly rent mean
E07000042,2015-2016,LA rents and charges,,79.6,b. Weekly total charges mean
E07000042,2014-2015,LA rents and charges,,78.9,b. Weekly total charges mean
E07000042,2014-2015,LA rents and charges,,78.9,a. Weekly rent mean
E07000042,2013-2014,LA rents and charges,,75.8,b. Weekly total charges mean
E07000061,2013-2014,LA rents and charges,,73.2,a. Weekly rent mean
E07000061,2013-2014,LA rents and charges,,83,b. Weekly total charges mean
E07000061,2015-2016,LA rents and charges,,90.8,b. Weekly total charges mean
E07000061,2014-2015,LA rents and charges,,78,a. Weekly rent mean
E07000061,2014-2015,LA rents and charges,,85.2,b. Weekly total charges mean
E07000061,2015-2016,LA rents and charges,,82,a. Weekly rent mean
E07000063,2015-2016,LA rents and charges,,89.7,b. Weekly total charges mean
E07000063,2013-2014,LA rents and charges,,85.3,b. Weekly total charges mean
E07000063,2015-2016,LA rents and charges,,87.7,a. Weekly rent mean
E07000063,2013-2014,LA rents and charges,,82.2,a. Weekly rent mean
E07000063,2014-2015,LA rents and charges,,84.4,a. Weekly rent mean
E07000063,2014-2015,LA rents and charges,,86.9,b. Weekly total charges mean
E07000065,2015-2016,LA rents and charges,,87.1,a. Weekly rent mean
E07000065,2013-2014,LA rents and charges,,83.1,a. Weekly rent mean
E07000065,2014-2015,LA rents and charges,,99.2,a. Weekly rent mean
E07000065,2014-2015,LA rents and charges,,100,b. Weekly total charges mean
E07000065,2015-2016,LA rents and charges,,90,b. Weekly total charges mean
E07000065,2013-2014,LA rents and charges,,83.7,b. Weekly total charges mean
E07000066,2014-2015,LA rents and charges,,89.9,a. Weekly rent mean
E07000066,2014-2015,LA rents and charges,,90.7,b. Weekly total charges mean
E07000066,2015-2016,LA rents and charges,,87.9,a. Weekly rent mean
E07000066,2015-2016,LA rents and charges,,87.9,b. Weekly total charges mean
E07000066,2013-2014,LA rents and charges,,76.9,a. Weekly rent mean
E07000066,2013-2014,LA rents and charges,,85.6,b. Weekly total charges mean
E07000068,2014-2015,LA rents and charges,,91.2,a. Weekly rent mean
E07000068,2013-2014,LA rents and charges,,87.4,b. Weekly total charges mean
E07000068,2015-2016,LA rents and charges,,95.7,a. Weekly rent mean
E07000068,2014-2015,LA rents and charges,,93.3,b. Weekly total charges mean
E07000068,2013-2014,LA rents and charges,,85,a. Weekly rent mean
E07000068,2015-2016,LA rents and charges,,99.1,b. Weekly total charges mean
E07000069,2014-2015,LA rents and charges,,85.9,b. Weekly total charges mean
E07000069,2015-2016,LA rents and charges,,87.7,b. Weekly total charges mean
E07000069,2013-2014,LA rents and charges,,84.9,b. Weekly total charges mean
E07000069,2013-2014,LA rents and charges,,84.3,a. Weekly rent mean
E07000069,2015-2016,LA rents and charges,,87.3,a. Weekly rent mean
E07000069,2014-2015,LA rents and charges,,85.2,a. Weekly rent mean
E07000071,2015-2016,LA rents and charges,,91.4,b. Weekly total charges mean
E07000071,2014-2015,LA rents and charges,,83.9,a. Weekly rent mean
E07000071,2013-2014,LA rents and charges,,80.1,a. Weekly rent mean
E07000071,2013-2014,LA rents and charges,,83.6,b. Weekly total charges mean
E07000071,2014-2015,LA rents and charges,,87.7,b. Weekly total charges mean
E07000071,2015-2016,LA rents and charges,,87.2,a. Weekly rent mean
E07000072,2013-2014,LA rents and charges,,92.1,b. Weekly total charges mean
E07000072,2014-2015,LA rents and charges,,97.3,a. Weekly rent mean
E07000072,2013-2014,LA rents and charges,,89.5,a. Weekly rent mean
E07000072,2015-2016,LA rents and charges,,97.9,a. Weekly rent mean
E07000072,2014-2015,LA rents and charges,,100,b. Weekly total charges mean
E07000072,2015-2016,LA rents and charges,,100,b. Weekly total charges mean
E07000073,2015-2016,LA rents and charges,,89,a. Weekly rent mean
E07000073,2014-2015,LA rents and charges,,86.5,a. Weekly rent mean
E07000073,2015-2016,LA rents and charges,,91.8,b. Weekly total charges mean
E07000073,2013-2014,LA rents and charges,,82,a. Weekly rent mean
E07000073,2014-2015,LA rents and charges,,89.6,b. Weekly total charges mean
E07000073,2013-2014,LA rents and charges,,85.3,b. Weekly total charges mean
E07000076,2015-2016,LA rents and charges,,81.8,b. Weekly total charges mean
E07000076,2013-2014,LA rents and charges,,75.8,a. Weekly rent mean
E07000076,2014-2015,LA rents and charges,,81,b. Weekly total charges mean
E07000076,2014-2015,LA rents and charges,,79.1,a. Weekly rent mean
E07000076,2013-2014,LA rents and charges,,77.9,b. Weekly total charges mean
E07000076,2015-2016,LA rents and charges,,80,a. Weekly rent mean
E07000077,2015-2016,LA rents and charges,,104.7,b. Weekly total charges mean
E07000077,2013-2014,LA rents and charges,,98.1,a. Weekly rent mean
E07000077,2013-2014,LA rents and charges,,100.1,b. Weekly total charges mean
E07000077,2015-2016,LA rents and charges,,102.7,a. Weekly rent mean
E07000077,2014-2015,LA rents and charges,,96.8,a. Weekly rent mean
E07000077,2014-2015,LA rents and charges,,99,b. Weekly total charges mean
E07000078,2013-2014,LA rents and charges,,74.4,a. Weekly rent mean
E07000078,2015-2016,LA rents and charges,,82.1,b. Weekly total charges mean
E07000078,2014-2015,LA rents and charges,,76.9,a. Weekly rent mean
E07000078,2015-2016,LA rents and charges,,79.6,a. Weekly rent mean
E07000078,2014-2015,LA rents and charges,,79.4,b. Weekly total charges mean
E07000078,2013-2014,LA rents and charges,,77,b. Weekly total charges mean
E07000081,2013-2014,LA rents and charges,,75.6,b. Weekly total charges mean
E07000081,2014-2015,LA rents and charges,,73.6,a. Weekly rent mean
E07000081,2014-2015,LA rents and charges,,78.2,b. Weekly total charges mean
E07000081,2013-2014,LA rents and charges,,72.2,a. Weekly rent mean
E07000082,2015-2016,LA rents and charges,,87.2,b. Weekly total charges mean
E07000082,2015-2016,LA rents and charges,,85.9,a. Weekly rent mean
E07000082,2014-2015,LA rents and charges,,79.6,b. Weekly total charges mean
E07000082,2013-2014,LA rents and charges,,78.3,b. Weekly total charges mean
E07000082,2014-2015,LA rents and charges,,78.7,a. Weekly rent mean
E07000082,2013-2014,LA rents and charges,,77.3,a. Weekly rent mean
E07000087,2013-2014,LA rents and charges,,88,a. Weekly rent mean
E07000087,2013-2014,LA rents and charges,,88.2,b. Weekly total charges mean
E07000087,2014-2015,LA rents and charges,,88.6,b. Weekly total charges mean
E07000087,2015-2016,LA rents and charges,,92.7,a. Weekly rent mean
E07000087,2014-2015,LA rents and charges,,88.5,a. Weekly rent mean
E07000087,2015-2016,LA rents and charges,,92.8,b. Weekly total charges mean
E07000088,2015-2016,LA rents and charges,,79.5,a. Weekly rent mean
E07000088,2014-2015,LA rents and charges,,76.2,a. Weekly rent mean
E07000088,2014-2015,LA rents and charges,,79.8,b. Weekly total charges mean
E07000088,2015-2016,LA rents and charges,,83,b. Weekly total charges mean
E07000088,2013-2014,LA rents and charges,,78.1,b. Weekly total charges mean
E07000088,2013-2014,LA rents and charges,,74.7,a. Weekly rent mean
E07000090,2013-2014,LA rents and charges,,77.8,a. Weekly rent mean
E07000090,2014-2015,LA rents and charges,,82.4,a. Weekly rent mean
E07000090,2015-2016,LA rents and charges,,84.6,a. Weekly rent mean
E07000090,2015-2016,LA rents and charges,,93.1,b. Weekly total charges mean
E07000090,2014-2015,LA rents and charges,,90.5,b. Weekly total charges mean
E07000090,2013-2014,LA rents and charges,,83.7,b. Weekly total charges mean
E07000091,2014-2015,LA rents and charges,,96.6,a. Weekly rent mean
E07000091,2014-2015,LA rents and charges,,100.3,b. Weekly total charges mean
E07000091,2015-2016,LA rents and charges,,102.3,b. Weekly total charges mean
E07000091,2015-2016,LA rents and charges,,99.5,a. Weekly rent mean
E07000091,2013-2014,LA rents and charges,,92.5,a. Weekly rent mean
E07000091,2013-2014,LA rents and charges,,96.2,b. Weekly total charges mean
E07000094,2014-2015,LA rents and charges,,101.6,b. Weekly total charges mean
E07000094,2013-2014,LA rents and charges,,99.2,b. Weekly total charges mean
E07000094,2014-2015,LA rents and charges,,99,a. Weekly rent mean
E07000094,2015-2016,LA rents and charges,,107,b. Weekly total charges mean
E07000094,2015-2016,LA rents and charges,,104.8,a. Weekly rent mean
E07000094,2013-2014,LA rents and charges,,96.8,a. Weekly rent mean
E07000095,2015-2016,LA rents and charges,,107.9,a. Weekly rent mean
E07000095,2015-2016,LA rents and charges,,117.3,b. Weekly total charges mean
E07000095,2014-2015,LA rents and charges,,113.4,b. Weekly total charges mean
E07000095,2014-2015,LA rents and charges,,104.2,a. Weekly rent mean
E07000095,2013-2014,LA rents and charges,,94,a. Weekly rent mean
E07000095,2013-2014,LA rents and charges,,102.2,b. Weekly total charges mean
E07000096,2013-2014,LA rents and charges,,101.7,a. Weekly rent mean
E07000096,2015-2016,LA rents and charges,,108.5,a. Weekly rent mean
E07000096,2014-2015,LA rents and charges,,105.2,b. Weekly total charges mean
E07000096,2014-2015,LA rents and charges,,104.3,a. Weekly rent mean
E07000096,2015-2016,LA rents and charges,,108.6,b. Weekly total charges mean
E07000096,2013-2014,LA rents and charges,,101.9,b. Weekly total charges mean
E07000098,2015-2016,LA rents and charges,,111.1,b. Weekly total charges mean
E07000098,2015-2016,LA rents and charges,,108.6,a. Weekly rent mean
E07000098,2014-2015,LA rents and charges,,103,a. Weekly rent mean
E07000098,2013-2014,LA rents and charges,,102.8,b. Weekly total charges mean
E07000098,2014-2015,LA rents and charges,,105.5,b. Weekly total charges mean
E07000098,2013-2014,LA rents and charges,,101,a. Weekly rent mean
E07000105,2014-2015,LA rents and charges,,87.1,b. Weekly total charges mean
E07000105,2015-2016,LA rents and charges,,87.5,a. Weekly rent mean
E07000105,2015-2016,LA rents and charges,,88.3,b. Weekly total charges mean
E07000105,2014-2015,LA rents and charges,,86.4,a. Weekly rent mean
E07000105,2013-2014,LA rents and charges,,81.4,a. Weekly rent mean
E07000105,2013-2014,LA rents and charges,,82.7,b. Weekly total charges mean
E07000106,2013-2014,LA rents and charges,,81.3,a. Weekly rent mean
E07000106,2015-2016,LA rents and charges,,88.5,a. Weekly rent mean
E07000106,2014-2015,LA rents and charges,,83.1,b. Weekly total charges mean
E07000106,2013-2014,LA rents and charges,,82.7,b. Weekly total charges mean
E07000106,2015-2016,LA rents and charges,,90.3,b. Weekly total charges mean
E07000106,2014-2015,LA rents and charges,,81.4,a. Weekly rent mean
E07000107,2015-2016,LA rents and charges,,87.8,a. Weekly rent mean
E07000107,2013-2014,LA rents and charges,,85,b. Weekly total charges mean
E07000107,2014-2015,LA rents and charges,,86.7,a. Weekly rent mean
E07000107,2015-2016,LA rents and charges,,87.8,b. Weekly total charges mean
E07000107,2013-2014,LA rents and charges,,84.7,a. Weekly rent mean
E07000107,2014-2015,LA rents and charges,,86.8,b. Weekly total charges mean
E07000108,2015-2016,LA rents and charges,,85.6,b. Weekly total charges mean
E07000108,2013-2014,LA rents and charges,,79.8,a. Weekly rent mean
E07000108,2013-2014,LA rents and charges,,80.7,b. Weekly total charges mean
E07000108,2014-2015,LA rents and charges,,82.5,a. Weekly rent mean
E07000108,2014-2015,LA rents and charges,,84.1,b. Weekly total charges mean
E07000108,2015-2016,LA rents and charges,,84,a. Weekly rent mean
E07000109,2013-2014,LA rents and charges,,79.2,a. Weekly rent mean
E07000109,2014-2015,LA rents and charges,,87.8,b. Weekly total charges mean
E07000109,2014-2015,LA rents and charges,,83.9,a. Weekly rent mean
E07000109,2013-2014,LA rents and charges,,82.5,b. Weekly total charges mean
E07000109,2015-2016,LA rents and charges,,88.6,b. Weekly total charges mean
E07000109,2015-2016,LA rents and charges,,84.7,a. Weekly rent mean
E07000112,2015-2016,LA rents and charges,,86.5,a. Weekly rent mean
E07000112,2013-2014,LA rents and charges,,83.4,a. Weekly rent mean
E07000112,2014-2015,LA rents and charges,,85.7,b. Weekly total charges mean
E07000112,2015-2016,LA rents and charges,,88.2,b. Weekly total charges mean
E07000112,2013-2014,LA rents and charges,,84.6,b. Weekly total charges mean
E07000112,2014-2015,LA rents and charges,,83.7,a. Weekly rent mean
E07000114,2014-2015,LA rents and charges,,76.7,a. Weekly rent mean
E07000114,2013-2014,LA rents and charges,,72.4,a. Weekly rent mean
E07000114,2015-2016,LA rents and charges,,80.2,a. Weekly rent mean
E07000114,2014-2015,LA rents and charges,,80.8,b. Weekly total charges mean
E07000114,2015-2016,LA rents and charges,,83.8,b. Weekly total charges mean
E07000114,2013-2014,LA rents and charges,,76.1,b. Weekly total charges mean
E07000121,2015-2016,LA rents and charges,,72.5,b. Weekly total charges mean
E07000121,2013-2014,LA rents and charges,,68,a. Weekly rent mean
E07000121,2014-2015,LA rents and charges,,71.6,b. Weekly total charges mean
E07000121,2014-2015,LA rents and charges,,68.6,a. Weekly rent mean
E07000121,2015-2016,LA rents and charges,,69.3,a. Weekly rent mean
E07000121,2013-2014,LA rents and charges,,71.1,b. Weekly total charges mean
E07000127,2013-2014,LA rents and charges,,71.3,a. Weekly rent mean
E07000127,2015-2016,LA rents and charges,,76.2,a. Weekly rent mean
E07000127,2014-2015,LA rents and charges,,75.9,b. Weekly total charges mean
E07000127,2014-2015,LA rents and charges,,73,a. Weekly rent mean
E07000127,2013-2014,LA rents and charges,,74.2,b. Weekly total charges mean
E07000127,2015-2016,LA rents and charges,,78.8,b. Weekly total charges mean
E07000130,2015-2016,LA rents and charges,,72.1,a. Weekly rent mean
E07000130,2013-2014,LA rents and charges,,69.6,b. Weekly total charges mean
E07000130,2014-2015,LA rents and charges,,72.3,a. Weekly rent mean
E07000130,2015-2016,LA rents and charges,,72.3,b. Weekly total charges mean
E07000130,2013-2014,LA rents and charges,,69.5,a. Weekly rent mean
E07000130,2014-2015,LA rents and charges,,72.3,b. Weekly total charges mean
E07000132,2015-2016,LA rents and charges,,81.6,a. Weekly rent mean
E07000132,2013-2014,LA rents and charges,,72.3,a. Weekly rent mean
E07000132,2015-2016,LA rents and charges,,81.7,b. Weekly total charges mean
E07000132,2014-2015,LA rents and charges,,75.2,a. Weekly rent mean
E07000132,2014-2015,LA rents and charges,,75.2,b. Weekly total charges mean
E07000132,2013-2014,LA rents and charges,,72.3,b. Weekly total charges mean
E07000133,2013-2014,LA rents and charges,,73.6,a. Weekly rent mean
E07000133,2015-2016,LA rents and charges,,80.4,a. Weekly rent mean
E07000133,2013-2014,LA rents and charges,,75.3,b. Weekly total charges mean
E07000133,2014-2015,LA rents and charges,,77.7,a. Weekly rent mean
E07000133,2014-2015,LA rents and charges,,83.1,b. Weekly total charges mean
E07000133,2015-2016,LA rents and charges,,86,b. Weekly total charges mean
E07000134,2013-2014,LA rents and charges,,74.7,a. Weekly rent mean
E07000134,2013-2014,LA rents and charges,,75.5,b. Weekly total charges mean
E07000134,2014-2015,LA rents and charges,,80.2,b. Weekly total charges mean
E07000134,2015-2016,LA rents and charges,,79.8,a. Weekly rent mean
E07000134,2015-2016,LA rents and charges,,80.8,b. Weekly total charges mean
E07000134,2014-2015,LA rents and charges,,79.4,a. Weekly rent mean
E07000135,2015-2016,LA rents and charges,,77.2,b. Weekly total charges mean
E07000135,2015-2016,LA rents and charges,,76.7,a. Weekly rent mean
E07000135,2014-2015,LA rents and charges,,75.5,a. Weekly rent mean
E07000135,2014-2015,LA rents and charges,,75.5,b. Weekly total charges mean
E07000135,2013-2014,LA rents and charges,,70.1,a. Weekly rent mean
E07000135,2013-2014,LA rents and charges,,71.1,b. Weekly total charges mean
E07000138,2013-2014,LA rents and charges,,65.1,b. Weekly total charges mean
E07000138,2015-2016,LA rents and charges,,70.2,b. Weekly total charges mean
E07000138,2013-2014,LA rents and charges,,64.3,a. Weekly rent mean
E07000138,2014-2015,LA rents and charges,,67.2,a. Weekly rent mean
E07000138,2014-2015,LA rents and charges,,67.4,b. Weekly total charges mean
E07000138,2015-2016,LA rents and charges,,70.2,a. Weekly rent mean
E07000139,2013-2014,LA rents and charges,,75.2,b. Weekly total charges mean
E07000139,2014-2015,LA rents and charges,,77.7,b. Weekly total charges mean
E07000139,2014-2015,LA rents and charges,,77.6,a. Weekly rent mean
E07000139,2013-2014,LA rents and charges,,74.1,a. Weekly rent mean
E07000139,2015-2016,LA rents and charges,,78.4,a. Weekly rent mean
E07000139,2015-2016,LA rents and charges,,78.4,b. Weekly total charges mean
E07000140,2014-2015,LA rents and charges,,79.7,b. Weekly total charges mean
E07000140,2013-2014,LA rents and charges,,75.2,a. Weekly rent mean
E07000140,2013-2014,LA rents and charges,,75.9,b. Weekly total charges mean
E07000140,2015-2016,LA rents and charges,,80.5,b. Weekly total charges mean
E07000140,2014-2015,LA rents and charges,,78.4,a. Weekly rent mean
E07000140,2015-2016,LA rents and charges,,79.3,a. Weekly rent mean
E07000141,2015-2016,LA rents and charges,,81,a. Weekly rent mean
E07000141,2013-2014,LA rents and charges,,76.5,b. Weekly total charges mean
E07000141,2014-2015,LA rents and charges,,79.9,b. Weekly total charges mean
E07000141,2014-2015,LA rents and charges,,79.1,a. Weekly rent mean
E07000141,2015-2016,LA rents and charges,,81.2,b. Weekly total charges mean
E07000141,2013-2014,LA rents and charges,,75.8,a. Weekly rent mean
E07000145,2013-2014,LA rents and charges,,68.8,a. Weekly rent mean
E07000145,2014-2015,LA rents and charges,,72.6,a. Weekly rent mean
E07000145,2015-2016,LA rents and charges,,76.8,b. Weekly total charges mean
E07000145,2015-2016,LA rents and charges,,74.9,a. Weekly rent mean
E07000145,2014-2015,LA rents and charges,,74,b. Weekly total charges mean
E07000145,2013-2014,LA rents and charges,,69.8,b. Weekly total charges mean
E07000148,2013-2014,LA rents and charges,,77.2,b. Weekly total charges mean
E07000148,2014-2015,LA rents and charges,,79.1,b. Weekly total charges mean
E07000148,2015-2016,LA rents and charges,,77.3,a. Weekly rent mean
E07000148,2013-2014,LA rents and charges,,74.7,a. Weekly rent mean
E07000148,2014-2015,LA rents and charges,,75.9,a. Weekly rent mean
E07000148,2015-2016,LA rents and charges,,79.9,b. Weekly total charges mean
E07000150,2013-2014,LA rents and charges,,73.3,a. Weekly rent mean
E07000150,2014-2015,LA rents and charges,,76.7,b. Weekly total charges mean
E07000150,2013-2014,LA rents and charges,,74.7,b. Weekly total charges mean
E07000150,2014-2015,LA rents and charges,,75.8,a. Weekly rent mean
E07000150,2015-2016,LA rents and charges,,79.8,b. Weekly total charges mean
E07000150,2015-2016,LA rents and charges,,78.7,a. Weekly rent mean
E07000153,2014-2015,LA rents and charges,,81.4,b. Weekly total charges mean
E07000153,2014-2015,LA rents and charges,,80.6,a. Weekly rent mean
E07000153,2013-2014,LA rents and charges,,79.2,b. Weekly total charges mean
E07000153,2015-2016,LA rents and charges,,82.4,a. Weekly rent mean
E07000153,2015-2016,LA rents and charges,,83,b. Weekly total charges mean
E07000153,2013-2014,LA rents and charges,,78.7,a. Weekly rent mean
E07000154,2013-2014,LA rents and charges,,79.8,b. Weekly total charges mean
E07000154,2014-2015,LA rents and charges,,84.4,b. Weekly total charges mean
E07000154,2014-2015,LA rents and charges,,81.2,a. Weekly rent mean
E07000154,2015-2016,LA rents and charges,,82.3,a. Weekly rent mean
E07000154,2013-2014,LA rents and charges,,75.7,a. Weekly rent mean
E07000154,2015-2016,LA rents and charges,,85.8,b. Weekly total charges mean
E07000165,2013-2014,LA rents and charges,,75,b. Weekly total charges mean
E07000165,2014-2015,LA rents and charges,,79.3,b. Weekly total charges mean
E07000165,2015-2016,LA rents and charges,,81.7,b. Weekly total charges mean
E07000165,2013-2014,LA rents and charges,,74.9,a. Weekly rent mean
